id,part_code,part_name,locator_id,created_at
403a75e0-3544-452e-8256-5c2cb54bd906,SKU-11022,Motor W98,CTRA1-I-008-1,2026-07-21 02:30:02.965479+00
40438c3c-fd1f-4694-9a01-818ef257a3ac,SKU-11636,Body Shell T73,CTRA1-M-063-1,2026-07-21 02:30:02.965479+00
40618a62-6f59-4766-ba20-511906d21959,SKU-11468,Gearbox F42,CTRA1-L-042-1,2026-07-21 02:30:02.965479+00
4098e7c5-f9c4-4c54-916e-1d97bd394e2c,HW-TM-03,Red Acrylic Canopy,CTRA1-C-020-2,2026-07-21 02:30:02.965479+00
40bb377c-0ea5-425b-a82e-149883feca08,SKU-11387,Motor Q18,CTRA1-K-064-2,2026-07-21 02:30:02.965479+00
40f5419b-6444-43da-ab99-42e6821be152,SKU-10879,Body Shell O30,CTRA1-G-062-2,2026-07-21 02:30:02.965479+00
41081ca6-11bd-4ac5-bae9-850ffb41da07,SKU-10294,Sensor Component H30,CTRA1-C-022-1,2026-07-21 02:30:02.965479+00
4133cec4-31fc-4bf8-9da7-08dc010fecdb,SKU-11318,Panel Y63,CTRA1-K-030-1,2026-07-21 02:30:02.965479+00
4138a2b7-6364-4e6f-99f8-81b815eb2a9d,SKU-12292,Wheel Axle X60,CTRA1-S-013-1,2026-07-21 02:30:02.965479+00
413e4579-3cd9-450b-9d09-265e79af5d71,SKU-11638,Body Shell E45,CTRA1-M-064-1,2026-07-21 02:30:02.965479+00
4170e410-a9b5-4b3f-8000-10d7127a2eca,SKU-12543,Sensor Component N90,CTRA1-U-012-2,2026-07-21 02:30:02.965479+00
41889650-795d-4e90-a6c5-8e48391891de,SKU-10596,Body Shell M40,CTRA1-E-047-1,2026-07-21 02:30:02.965479+00
418fca81-befb-4dbe-a627-f16378b21927,SKU-10526,Sensor Component D9,CTRA1-E-012-1,2026-07-21 02:30:02.965479+00
41941720-410e-442c-a07e-770e7c33237f,SKU-10333,Wheel Axle F99,CTRA1-C-041-2,2026-07-21 02:30:02.965479+00
4210c5e4-c93f-416a-958e-d2fc94f3051a,SKU-10804,Panel X20,CTRA1-G-025-1,2026-07-21 02:30:02.965479+00
42111ad8-1999-45f8-bd4e-85a31732405e,SKU-12462,Panel D79,CTRA1-T-035-1,2026-07-21 02:30:02.965479+00
42121277-6c17-433a-879f-cb19f496b6f4,SKU-12268,Sensor Component W22,CTRA1-S-001-1,2026-07-21 02:30:02.965479+00
423f67cc-6ca9-469d-8d5f-f327e65a102a,SKU-11051,Motor Y97,CTRA1-I-022-2,2026-07-21 02:30:02.965479+00
4240da61-167e-40a2-87ad-7dd0df47149f,SKU-12695,Panel U53,CTRA1-V-025-2,2026-07-21 02:30:02.965479+00
424d1469-1723-4689-b03a-fc1f0a11cecf,SKU-10123,Wheel Axle J6,CTRA1-A-062-2,2026-07-21 02:30:02.965479+00
4291e7a7-013e-49a1-be50-5f07f1ec46ed,SKU-10744,Wheel Axle E48,CTRA1-F-058-1,2026-07-21 02:30:02.965479+00
42965270-9252-4663-83dd-deea9e9db2b0,SKU-11082,Gearbox T96,CTRA1-I-038-1,2026-07-21 02:30:02.965479+00
42d116d2-818e-4e63-8c6d-9d8f533d28bc,SKU-11874,Wheel Axle K50,CTRA1-O-056-1,2026-07-21 02:30:02.965479+00
42f4826e-349f-41ff-9857-9c11aa06c77f,SKU-11104,Panel B97,CTRA1-I-049-1,2026-07-21 02:30:02.965479+00
433eb2cd-2b82-4ae4-a0f3-4db58fa727de,SKU-10459,Wheel Axle B58,CTRA1-D-041-2,2026-07-21 02:30:02.965479+00
4342f857-1d96-4098-be4f-39745e43a09f,SKU-10133,Sensor Component O40,CTRA1-B-004-2,2026-07-21 02:30:02.965479+00
434a00bc-aaef-4ec0-bac7-ddb5dbda08cc,SKU-11347,Panel B1,CTRA1-K-044-2,2026-07-21 02:30:02.965479+00
434c4d14-7f69-4885-a23e-045fd95ef3e7,SKU-11128,Panel H61,CTRA1-I-061-1,2026-07-21 02:30:02.965479+00
43663fc2-17d6-4023-9f28-3679527b7fb1,SKU-10465,Sensor Component W84,CTRA1-D-044-2,2026-07-21 02:30:02.965479+00
4379c437-86cc-49c6-910f-6e22ea4b4b51,SKU-12686,Wheel Axle X61,CTRA1-V-021-1,2026-07-21 02:30:02.965479+00
43a67165-ade5-4f9d-a41a-740c13992dd0,SKU-10470,Casing H93,CTRA1-D-047-1,2026-07-21 02:30:02.965479+00
43c5b1aa-20f2-4144-bfda-b632e4c4aee9,SKU-11793,Motor S84,CTRA1-O-015-2,2026-07-21 02:30:02.965479+00
43c74033-7190-4ffe-8790-c3f64d526a7d,SKU-12810,Panel C64,CTRA1-W-020-1,2026-07-21 02:30:02.965479+00
43c85894-6b5d-4d09-9703-aab928903b65,SKU-12110,Panel G29,CTRA1-Q-048-1,2026-07-21 02:30:02.965479+00
43d66dd2-6e64-426d-87e4-e5465f74551a,SKU-10183,Wheel Axle U11,CTRA1-B-029-2,2026-07-21 02:30:02.965479+00
43ea44d6-c5bb-4df5-a829-f41bcf589fab,SKU-10923,Wheel Axle N21,CTRA1-H-021-2,2026-07-21 02:30:02.965479+00
4412cc27-f063-46be-8734-bb20f05d85c4,SKU-11377,Panel W6,CTRA1-K-059-2,2026-07-21 02:30:02.965479+00
441b372c-c0a7-4d87-a4a4-e908bd720bcb,SKU-11702,Panel P36,CTRA1-N-033-1,2026-07-21 02:30:02.965479+00
442e8ffe-ddfd-4e54-a204-63582b11144d,SKU-11461,Wheel Axle C23,CTRA1-L-038-2,2026-07-21 02:30:02.965479+00
44697315-3c5e-4ddd-83ee-499dacd64217,SKU-10621,Casing O90,CTRA1-E-059-2,2026-07-21 02:30:02.965479+00
4476df71-1541-49ee-b8b7-e1cbcd4df7cb,SKU-11311,Casing G79,CTRA1-K-026-2,2026-07-21 02:30:02.965479+00
448dab08-7a2f-4fb7-914f-6c2813ef07f6,SKU-11016,Chassis E94,CTRA1-I-005-1,2026-07-21 02:30:02.965479+00
449c33e3-324c-4df6-93ce-d993a655e1c1,SKU-10904,Chassis R22,CTRA1-H-012-1,2026-07-21 02:30:02.965479+00
44a67113-9894-4d05-b1cd-1f576b5d34be,SKU-12771,Sensor Component W63,CTRA1-V-063-2,2026-07-21 02:30:02.965479+00
44b88de8-cd21-48b4-a01b-fbd95d9b4b4e,SKU-11615,Wheel Axle J49,CTRA1-M-052-2,2026-07-21 02:30:02.965479+00
44db0079-b26d-44dc-92da-37ba4fd0d945,SKU-12057,Motor J92,CTRA1-Q-021-2,2026-07-21 02:30:02.965479+00
44e89cd6-15da-4dcd-bbb6-9018f10a868f,SKU-10858,Gearbox V95,CTRA1-G-052-1,2026-07-21 02:30:02.965479+00
44ff4869-6347-4131-bf66-4a2e2850426d,SKU-10676,Chassis R21,CTRA1-F-024-1,2026-07-21 02:30:02.965479+00
4500b057-b5db-4bc3-aaf6-044a26fd1ba4,SKU-12204,Gearbox H34,CTRA1-R-032-1,2026-07-21 02:30:02.965479+00
4518793b-8dae-4e39-be22-9c51b3fd77e1,SKU-11304,Motor L24,CTRA1-K-023-1,2026-07-21 02:30:02.965479+00
452eb799-200c-41ca-b6c1-5d137b78705e,SKU-12476,Casing M94,CTRA1-T-042-1,2026-07-21 02:30:02.965479+00
453db1d7-15d9-4e7a-bb87-ec088b47bac5,SKU-10038,Casing G22,CTRA1-A-020-1,2026-07-21 02:30:02.965479+00
45475df1-6803-4da2-97e6-9f71028afd6d,SKU-11388,Casing D81,CTRA1-L-002-1,2026-07-21 02:30:02.965479+00
45625c21-5c38-4536-b1cc-48c118fb2064,SKU-12874,Wheel Axle T77,CTRA1-W-052-1,2026-07-21 02:30:02.965479+00
45a50881-2473-4af8-b818-2ed2598dd725,SKU-10907,Motor Z10,CTRA1-H-013-2,2026-07-21 02:30:02.965479+00
45ac65af-851c-4510-8ca1-43979630b816,SKU-10298,Casing D61,CTRA1-C-024-1,2026-07-21 02:30:02.965479+00
45d368f8-cc0c-443d-8704-90c3bbf1a160,SKU-11145,Gearbox K25,CTRA1-J-006-2,2026-07-21 02:30:02.965479+00
45f9be02-7327-4838-bd19-6b408853bd08,SKU-11593,Wheel Axle Y53,CTRA1-M-041-2,2026-07-21 02:30:02.965479+00
4601af60-82f6-46a8-8a65-4843de8906fe,SKU-11983,Chassis O17,CTRA1-P-047-2,2026-07-21 02:30:02.965479+00
4604a3aa-3be7-4e9e-96f0-4eb07f031e44,SKU-10514,Sensor Component Q44,CTRA1-E-006-1,2026-07-21 02:30:02.965479+00
462de13e-8eba-4185-a3f4-0d4d388848d7,SKU-11274,Casing L50,CTRA1-K-008-1,2026-07-21 02:30:02.965479+00
463beddb-8328-4431-b5b5-7fe14c341a21,SKU-12295,Gearbox E69,CTRA1-S-014-2,2026-07-21 02:30:02.965479+00
4642270a-38d6-449b-abb4-19c61e7d302b,SKU-12876,Body Shell Q76,CTRA1-W-053-1,2026-07-21 02:30:02.965479+00
4645ae88-c0dc-424e-906b-47660343c812,SKU-12101,Gearbox H46,CTRA1-Q-043-2,2026-07-21 02:30:02.965479+00
4647fa0d-eae8-4458-ae0b-3d3dc5fe9e3f,SKU-12760,Motor A52,CTRA1-V-058-1,2026-07-21 02:30:02.965479+00
46716a3f-9848-48ed-b31b-940033ee910a,SKU-11947,Chassis B26,CTRA1-P-029-2,2026-07-21 02:30:02.965479+00
4671cb93-791d-43e5-8e90-2ae7bf206320,SKU-12403,Gearbox J19,CTRA1-T-005-2,2026-07-21 02:30:02.965479+00
46895cc5-225d-4ea6-abb3-a4f4627262b6,SKU-12181,Gearbox V14,CTRA1-R-020-2,2026-07-21 02:30:02.965479+00
46ab4e21-465e-4421-a197-0e27e7683d9d,SKU-10380,Body Shell F59,CTRA1-D-002-1,2026-07-21 02:30:02.965479+00
46c35a85-cc24-406d-a4c0-45e7d539262a,SKU-11894,Wheel Axle Y11,CTRA1-P-003-1,2026-07-21 02:30:02.965479+00
46ccdad5-5dd0-47a9-b379-841ed9af04d2,SKU-11622,Panel J38,CTRA1-M-056-1,2026-07-21 02:30:02.965479+00
46d54dfa-2d4e-4d08-8001-8adbe31466d1,SKU-12523,Motor C59,CTRA1-U-002-2,2026-07-21 02:30:02.965479+00
47171a52-4326-4061-acee-4f9a805a5b12,SKU-10624,Casing Y1,CTRA1-E-061-1,2026-07-21 02:30:02.965479+00
471e19b6-2055-4374-b854-f313fb5263c0,SKU-12584,Body Shell P23,CTRA1-U-033-1,2026-07-21 02:30:02.965479+00
472f5315-ed01-4bcd-9ae3-337c6c3963f3,SKU-12993,Gearbox G13,CTRA1-X-048-2,2026-07-21 02:30:02.965479+00
4743d279-48b5-4617-b911-d7e19a278797,SKU-11993,Chassis R71,CTRA1-P-052-2,2026-07-21 02:30:02.965479+00
47726dfd-6aab-4414-b3ee-b0cb317a147a,SKU-11843,Gearbox Y72,CTRA1-O-040-2,2026-07-21 02:30:02.965479+00
47a105e4-e404-48bb-b7ee-eb6eab12d113,SKU-10652,Gearbox P9,CTRA1-F-012-1,2026-07-21 02:30:02.965479+00
47a172c6-cdec-4030-b838-f387ba8eb3f6,SKU-11751,Wheel Axle M43,CTRA1-N-057-2,2026-07-21 02:30:02.965479+00
47a477db-4672-4668-a0b2-cb0ad72374ac,SKU-12532,Casing K48,CTRA1-U-007-1,2026-07-21 02:30:02.965479+00
47a8e234-3130-4ccf-b389-77c1b69770e0,SKU-12041,Body Shell J38,CTRA1-Q-013-2,2026-07-21 02:30:02.965479+00
47ba9a49-e55f-466b-bbb1-7668362b4067,SKU-11060,Body Shell K95,CTRA1-I-027-1,2026-07-21 02:30:02.965479+00
47d7b0a2-8491-4bef-9cce-20062d81b7ab,SKU-11146,Body Shell P61,CTRA1-J-007-1,2026-07-21 02:30:02.965479+00
47d91c57-2c61-4477-9d35-f2b2653fd433,SKU-12038,Wheel Axle M17,CTRA1-Q-012-1,2026-07-21 02:30:02.965479+00
4800927c-df44-4f6c-9b80-9e8cd5aad3b0,SKU-10597,Wheel Axle U81,CTRA1-E-047-2,2026-07-21 02:30:02.965479+00
48928f1b-7e21-4f43-8aca-981013d33c5a,SKU-10348,Wheel Axle A71,CTRA1-C-049-1,2026-07-21 02:30:02.965479+00
489a0daf-d9dd-4df6-8491-8fe2fed4e758,SKU-11123,Motor H68,CTRA1-I-058-2,2026-07-21 02:30:02.965479+00
489dada3-3e68-4b55-92cb-473a3345ef62,SKU-11122,Body Shell H73,CTRA1-I-058-1,2026-07-21 02:30:02.965479+00
489f7005-743a-4afa-8243-25e259f04b97,SKU-10988,Body Shell A87,CTRA1-H-054-1,2026-07-21 02:30:02.965479+00
48bf690a-cdfa-4c91-88c1-57365da3c419,SKU-12393,Casing N97,CTRA1-S-063-2,2026-07-21 02:30:02.965479+00
48dfd83d-e4af-438f-b025-faa464e5ad1f,SKU-12502,Gearbox V34,CTRA1-T-055-1,2026-07-21 02:30:02.965479+00
48e0c2dd-0c82-472a-987d-783b72908cde,SKU-11583,Gearbox H90,CTRA1-M-036-2,2026-07-21 02:30:02.965479+00
48ea47f7-0416-4fc3-8f28-8bc2dd716460,SKU-11065,Motor N74,CTRA1-I-029-2,2026-07-21 02:30:02.965479+00
48fce4b5-1377-46ef-b18c-da07343ec1f1,SKU-11321,Panel V99,CTRA1-K-031-2,2026-07-21 02:30:02.965479+00
48fdae78-4e91-48bb-9ebd-3b5c17a84cd3,SKU-12208,Wheel Axle Y48,CTRA1-R-034-1,2026-07-21 02:30:02.965479+00
4910fbe0-937e-43ab-b960-e052aa7e1781,SKU-12380,Body Shell S57,CTRA1-S-057-1,2026-07-21 02:30:02.965479+00
492dff3d-15d3-4742-888a-b5223a841314,SKU-12623,Panel K53,CTRA1-U-052-2,2026-07-21 02:30:02.965479+00
49316198-31f3-4273-bb02-3e78fcde635b,SKU-12595,Casing S85,CTRA1-U-038-2,2026-07-21 02:30:02.965479+00
494889b8-23a3-4bf4-8c16-ac2ab53772c4,SKU-13018,Body Shell I3,CTRA1-X-061-1,2026-07-21 02:30:02.965479+00
49548fb7-0ff1-4258-9ea5-a1822000d336,SKU-11538,Casing L52,CTRA1-M-014-1,2026-07-21 02:30:02.965479+00
49656e64-a170-43ea-8e37-7c3b87ab5ffa,SKU-10160,Chassis X64,CTRA1-B-018-1,2026-07-21 02:30:02.965479+00
49a1d8b7-c342-4e6a-b89f-be4964b2b571,SKU-10434,Panel V64,CTRA1-D-029-1,2026-07-21 02:30:02.965479+00
49ee846d-006e-4cdf-b145-868899d71185,SKU-11827,Motor G32,CTRA1-O-032-2,2026-07-21 02:30:02.965479+00
4a088736-e76f-44f4-9826-ef8f16eb0fad,SKU-11932,Chassis M95,CTRA1-P-022-1,2026-07-21 02:30:02.965479+00
4a1a263e-0021-4227-a4c2-81b258ae43ec,SKU-11808,Body Shell N97,CTRA1-O-023-1,2026-07-21 02:30:02.965479+00
4a1c6bd1-ff70-4b89-bb1c-900ee0f5dcf4,SKU-12068,Gearbox N40,CTRA1-Q-027-1,2026-07-21 02:30:02.965479+00
4a2e69a5-2e96-4f6b-8ad9-f554ef839bf4,SKU-11183,Wheel Axle K16,CTRA1-J-025-2,2026-07-21 02:30:02.965479+00
4a4c756f-957c-4c9b-bc2b-b6bfb48e026e,SKU-10494,Gearbox H96,CTRA1-D-059-1,2026-07-21 02:30:02.965479+00
4a56768d-1967-4bd2-914b-cc2da28dd18a,SKU-11397,Gearbox G95,CTRA1-L-006-2,2026-07-21 02:30:02.965479+00
4a5d16bf-39a8-4e0f-9069-bea2a69b4b57,SKU-10841,Panel D21,CTRA1-G-043-2,2026-07-21 02:30:02.965479+00
4a8a8f99-102a-41f5-9433-fda9ae510fa5,SKU-12861,Wheel Axle W7,CTRA1-W-045-2,2026-07-21 02:30:02.965479+00
4a9a849b-2fb0-4489-9b9d-138fcb80d917,SKU-12405,Body Shell U62,CTRA1-T-006-2,2026-07-21 02:30:02.965479+00
4ab98c2b-5787-4af0-8f49-be446aaa6966,SKU-11714,Body Shell U95,CTRA1-N-039-1,2026-07-21 02:30:02.965479+00
4abfba2e-13b5-4d04-9960-30e4cc4b9bfa,SKU-10869,Panel O81,CTRA1-G-057-2,2026-07-21 02:30:02.965479+00
4b0ed054-896f-4f91-9f3e-04650ff964c1,SKU-10140,Chassis F97,CTRA1-B-008-1,2026-07-21 02:30:02.965479+00
4b437593-8b9f-4ec2-a794-f8570c4fc59a,SKU-12018,Casing B68,CTRA1-Q-002-1,2026-07-21 02:30:02.965479+00
4b7239e3-7572-4acc-a7e5-4b964089f2a3,SKU-12938,Body Shell X9,CTRA1-X-021-1,2026-07-21 02:30:02.965479+00
4b7ed7b1-f8a3-4ee7-945b-3babe06407b5,SKU-12980,Motor H68,CTRA1-X-042-1,2026-07-21 02:30:02.965479+00
4bb93fb7-5328-4b8d-95cb-15b3d9334632,SKU-11299,Wheel Axle C19,CTRA1-K-020-2,2026-07-21 02:30:02.965479+00
4bbc1013-eaf4-4cce-a737-f92d5dff2354,SKU-11761,Body Shell D22,CTRA1-N-062-2,2026-07-21 02:30:02.965479+00
4bcdc7af-f1b0-47fa-9302-f57fcebb9c67,SKU-11408,Chassis B41,CTRA1-L-012-1,2026-07-21 02:30:02.965479+00
4bdde15e-0279-4c80-87b8-ce8069e06901,SKU-11134,Sensor Component J9,CTRA1-I-064-1,2026-07-21 02:30:02.965479+00
4be449de-42f6-4d02-8118-483ac1d2ba4c,SKU-10461,Chassis Z78,CTRA1-D-042-2,2026-07-21 02:30:02.965479+00
4c648885-40cb-44d2-98a6-e0450a846f76,SKU-12338,Gearbox G44,CTRA1-S-036-1,2026-07-21 02:30:02.965479+00
4c837a79-ef78-43b4-84b6-38428c8bd130,SKU-12125,Sensor Component T13,CTRA1-Q-055-2,2026-07-21 02:30:02.965479+00
4c9ee042-f137-47b4-9d36-8cfcb79d1b3b,SKU-10585,Wheel Axle Q33,CTRA1-E-041-2,2026-07-21 02:30:02.965479+00
4cbb3e98-e107-4f64-b34f-fa20f6b3608f,SKU-11350,Motor D54,CTRA1-K-046-1,2026-07-21 02:30:02.965479+00
4ce0c0a4-1613-41fd-b575-cbbfc918be16,SKU-12001,Sensor Component K35,CTRA1-P-056-2,2026-07-21 02:30:02.965479+00
4ce5cc0e-0c8c-4d46-9046-d0a4962c73a0,SKU-11851,Casing V46,CTRA1-O-044-2,2026-07-21 02:30:02.965479+00
4cfeca1e-6118-4be8-a5c1-71ab5399a47a,SKU-11519,Panel G71,CTRA1-M-004-2,2026-07-21 02:30:02.965479+00
4d0c17d6-77f3-4b67-9d1f-1ebd29f30fdd,SKU-11686,Motor E54,CTRA1-N-025-1,2026-07-21 02:30:02.965479+00
4d30911c-9713-4b54-985b-49aa66056908,SKU-10173,Casing B84,CTRA1-B-024-2,2026-07-21 02:30:02.965479+00
4d3df51b-1c57-46b4-8f26-c9aa049c4687,SKU-10314,Motor E29,CTRA1-C-032-1,2026-07-21 02:30:02.965479+00
4d4b88d8-6d5c-4aa6-954f-1d9421393aab,SKU-10195,Wheel Axle H1,CTRA1-B-035-2,2026-07-21 02:30:02.965479+00
4d521e35-d20a-4624-9cf5-c46b35182b76,SKU-12087,Motor O80,CTRA1-Q-036-2,2026-07-21 02:30:02.965479+00
4d6f0902-ec19-4a77-882d-61f5f9dc651d,SKU-11524,Body Shell K83,CTRA1-M-007-1,2026-07-21 02:30:02.965479+00
4d76d596-fe57-4b4d-927b-3e1a2b1f41d2,SKU-12000,Casing Y99,CTRA1-P-056-1,2026-07-21 02:30:02.965479+00
4d7f620a-f789-484e-bfee-e2ecf571bd40,SKU-11419,Casing N96,CTRA1-L-017-2,2026-07-21 02:30:02.965479+00
4d8ed8e2-a8ed-4dbb-b6b8-d49ea0edfb08,SKU-12395,Body Shell B44,CTRA1-S-064-2,2026-07-21 02:30:02.965479+00
4d946a75-a1aa-4592-88c5-22df7c249c05,SKU-12603,Gearbox R37,CTRA1-U-042-2,2026-07-21 02:30:02.965479+00
4d954abd-dc90-416d-84f9-5186dd3aec19,SKU-12080,Motor V84,CTRA1-Q-033-1,2026-07-21 02:30:02.965479+00
4d97a482-4369-4aa6-9ff3-3ebadd120713,SKU-11521,Casing Q31,CTRA1-M-005-2,2026-07-21 02:30:02.965479+00
4da1263a-548f-4a82-970d-450d81486f45,SKU-11088,Gearbox N81,CTRA1-I-041-1,2026-07-21 02:30:02.965479+00
4dac3c4d-2c99-4250-b5fb-66155103564d,SKU-12173,Wheel Axle D45,CTRA1-R-016-2,2026-07-21 02:30:02.965479+00
4dd213cf-5c5c-4f9e-8e8f-ba2fc49d4b1f,SKU-10449,Wheel Axle R40,CTRA1-D-036-2,2026-07-21 02:30:02.965479+00
4de5238f-4ff8-4e68-8e24-78153e265926,SKU-12950,Motor X9,CTRA1-X-027-1,2026-07-21 02:30:02.965479+00
4de884b5-0ada-496f-b2ad-4f2fb24a6ef8,SKU-11692,Casing F87,CTRA1-N-028-1,2026-07-21 02:30:02.965479+00
4decdb2e-437a-488d-a1f6-b3a23af5250d,SKU-10901,Casing G39,CTRA1-H-010-2,2026-07-21 02:30:02.965479+00
4deee820-5b45-4cd0-b22d-10ef8a3966ca,SKU-10256,Body Shell G1,CTRA1-C-003-1,2026-07-21 02:30:02.965479+00
4e0a840f-ef4b-433e-b802-13746209689a,SKU-10556,Body Shell L62,CTRA1-E-027-1,2026-07-21 02:30:02.965479+00
4e468faa-4be1-450b-b769-58e4aad14803,SKU-12234,Motor V80,CTRA1-R-047-1,2026-07-21 02:30:02.965479+00
4e5f7d3e-a905-40b5-a0e7-d9026f5940c8,SKU-12895,Wheel Axle H14,CTRA1-W-062-2,2026-07-21 02:30:02.965479+00
4e6a5692-e6cc-416c-a95c-618c80cdbeec,SKU-10118,Body Shell F40,CTRA1-A-060-1,2026-07-21 02:30:02.965479+00
4e6d894d-cfb6-4c12-ac74-d12b9073cfd5,SKU-10428,Gearbox J18,CTRA1-D-026-1,2026-07-21 02:30:02.965479+00
4e876c38-ddf6-4f23-ab5e-74def692c700,SKU-11280,Casing G3,CTRA1-K-011-1,2026-07-21 02:30:02.965479+00
4e8b57ce-a135-465f-bb0f-92edddaa7735,SKU-11855,Body Shell R86,CTRA1-O-046-2,2026-07-21 02:30:02.965479+00
4ebecd2d-b2ac-4ae2-b144-f5b8fd9d5202,SKU-10781,Casing C73,CTRA1-G-013-2,2026-07-21 02:30:02.965479+00
4ec6576b-1cc6-4dce-80f4-8c8c9a7898de,SKU-12704,Panel P56,CTRA1-V-030-1,2026-07-21 02:30:02.965479+00
4ecb3c37-3035-44f6-a961-c88f81344565,SKU-12566,Motor G46,CTRA1-U-024-1,2026-07-21 02:30:02.965479+00
4ed1f6bd-d7f7-4416-9eb5-8262fc7a0f8a,SKU-10180,Motor E68,CTRA1-B-028-1,2026-07-21 02:30:02.965479+00
4ee843bd-d349-4b15-b1b6-b8beca02aa4a,SKU-10776,Casing G28,CTRA1-G-011-1,2026-07-21 02:30:02.965479+00
4ef41928-b1b0-4b99-b268-e52c0aaccae7,SKU-12998,Wheel Axle P13,CTRA1-X-051-1,2026-07-21 02:30:02.965479+00
4f343725-8029-4c5f-92c0-272a20cb4256,SKU-12027,Casing O73,CTRA1-Q-006-2,2026-07-21 02:30:02.965479+00
4f678ca1-0f35-4804-bf46-268b4c7c8b4c,SKU-11817,Motor C36,CTRA1-O-027-2,2026-07-21 02:30:02.965479+00
4f803b2f-a7d7-4bb2-983b-c60ed3541aae,SKU-11415,Panel X92,CTRA1-L-015-2,2026-07-21 02:30:02.965479+00
4fc9adad-2e7a-4c17-bc29-04f1594b2690,SKU-11903,Wheel Axle E5,CTRA1-P-007-2,2026-07-21 02:30:02.965479+00
4feebbde-e572-4259-a549-1dc720442d71,SKU-11504,Gearbox D1,CTRA1-L-060-1,2026-07-21 02:30:02.965479+00
50183464-185b-46da-9501-db0245a1a663,SKU-11657,Body Shell V59,CTRA1-N-010-2,2026-07-21 02:30:02.965479+00
501f4c9b-6d00-4bfe-be8e-a0a55e968650,SKU-12897,Sensor Component J28,CTRA1-W-063-2,2026-07-21 02:30:02.965479+00
50384a27-9264-4433-8c6f-30d861d0259e,SKU-11727,Sensor Component T64,CTRA1-N-045-2,2026-07-21 02:30:02.965479+00
50475eb5-8302-4a14-9ccf-5ccd7678139e,SKU-11525,Casing V38,CTRA1-M-007-2,2026-07-21 02:30:02.965479+00
504d3dfa-78a3-46d2-b089-cfe7b3954b7f,SKU-12535,Motor H92,CTRA1-U-008-2,2026-07-21 02:30:02.965479+00
504f206a-a3fa-4c23-9a9f-547dfe65a31a,SKU-11531,Gearbox J7,CTRA1-M-010-2,2026-07-21 02:30:02.965479+00
506fe96c-96cd-40bf-a7a8-903a0524a1ce,SKU-10796,Casing N20,CTRA1-G-021-1,2026-07-21 02:30:02.965479+00
50b3a109-325f-4727-a5e1-deca4894ae23,SKU-10157,Motor D23,CTRA1-B-016-2,2026-07-21 02:30:02.965479+00
50c8f56c-64b9-44cc-8a7b-444943f08c67,SKU-12013,Motor R59,CTRA1-P-062-2,2026-07-21 02:30:02.965479+00
50ce52e9-ae4c-4974-9f5c-9128e1d1939b,SKU-12133,Motor E74,CTRA1-Q-059-2,2026-07-21 02:30:02.965479+00
50d6a335-222d-49ad-93df-aa599f0a718d,SKU-11383,Panel R14,CTRA1-K-062-2,2026-07-21 02:30:02.965479+00
50db3f57-c32c-4b73-afed-0a2f9f8be285,SKU-10806,Sensor Component N19,CTRA1-G-026-1,2026-07-21 02:30:02.965479+00
50ebcae9-789e-4e2f-baae-c8aa37b4e65b,SKU-11255,Chassis X27,CTRA1-J-061-2,2026-07-21 02:30:02.965479+00
50ef9f00-0d3b-40a9-80a4-6f53d415484b,SKU-11275,Body Shell G32,CTRA1-K-008-2,2026-07-21 02:30:02.965479+00
50f4dd4d-16d4-4cd2-bbda-db9092f5ac78,SKU-11899,Body Shell U87,CTRA1-P-005-2,2026-07-21 02:30:02.965479+00
511cce96-118c-4395-adf5-315f1ccdc9eb,SKU-11509,Casing L31,CTRA1-L-062-2,2026-07-21 02:30:02.965479+00
5124eb13-ddfe-4a7f-a297-3c796a550326,SKU-11390,Gearbox W29,CTRA1-L-003-1,2026-07-21 02:30:02.965479+00
512cc744-7919-4fa1-8c3b-496f1ca9e3cb,SKU-10351,Motor Z73,CTRA1-C-050-2,2026-07-21 02:30:02.965479+00
5132db1c-3688-4007-990b-04858a5d6e0f,SKU-10365,Chassis C20,CTRA1-C-057-2,2026-07-21 02:30:02.965479+00
5142fbfa-2b10-47fe-8f83-156a84d766b6,SKU-10145,Chassis F82,CTRA1-B-010-2,2026-07-21 02:30:02.965479+00
514408c2-f046-4594-a3c5-e993bfec216f,SKU-12348,Panel W17,CTRA1-S-041-1,2026-07-21 02:30:02.965479+00
51469acf-e499-4894-a86b-27bbacae2435,SKU-11676,Motor C49,CTRA1-N-020-1,2026-07-21 02:30:02.965479+00
5155149f-f5bd-45b1-91b5-029306baf9b7,SKU-12435,Panel L69,CTRA1-T-021-2,2026-07-21 02:30:02.965479+00
5164fbf1-18d6-4740-a9dd-1a5b56fb781d,SKU-12828,Wheel Axle H48,CTRA1-W-029-1,2026-07-21 02:30:02.965479+00
516d272c-37bf-4020-aa67-a444de4cc2af,SKU-12540,Sensor Component J92,CTRA1-U-011-1,2026-07-21 02:30:02.965479+00
51787e0d-8fcc-40af-af3a-ebb7e3f803da,SKU-11228,Wheel Axle I74,CTRA1-J-048-1,2026-07-21 02:30:02.965479+00
51b078dc-7688-41e9-9001-0ceb18d89041,SKU-10137,Motor X72,CTRA1-B-006-2,2026-07-21 02:30:02.965479+00
51c23bb5-b66f-445c-a77b-ac89b28a2139,SKU-11059,Gearbox V62,CTRA1-I-026-2,2026-07-21 02:30:02.965479+00
